ticket_id,description,category,priority
T007543,Server firmware version mismatched,Hardware,High
T002537,EBS volume attachment experiencing I/O timeout,Cloud,High
T003094,SSH key authentication not working for automation,Unix,High
T005194,"Issue causing SAN, S3, tiering, compression error",Storage,Critical
T009385,Vendor system integration failing authentication,Vendor,High
T007083,"Issue cannot version control, Docker, GitLab, GitHub error",DevOps,High
T001573,Database cardinality estimation causing poor plan,Database,Low
T001508,"Issue experiencing Elasticsearch, archive error",Database,High
T004540,VM snapshot consuming excessive storage space,Virtualization,Medium
T000876,Application hanging during peak load hours,Application,Critical
T002434,Cloud storage bucket versioning causing quota exceeded,Cloud,Critical
T007335,Workstation storage device not recognized,Hardware,Low
T001557,"Issue cannot cache, restore error",Database,High
T001810,"Issue unable to PostgreSQL, Oracle, connection, bloat error",Database,High
T007729,Printer print quality degraded,Hardware,High
T007405,Server BIOS update preventing system boot,Hardware,High
T005949,Log aggregation service disk space full,Monitoring,Critical
T003686,Possible malware infection detected on workstation,Security,High
T000629,"Issue experiencing IP address, route, OSPF error",Network,High
T002625,Kubernetes pod eviction due to memory pressure,Cloud,Critical
T005897,"Issue cannot Splunk, SLA, threshold error",Monitoring,High
T004982,VM disk I/O saturation during backup window,Virtualization,High
T008438,Exchange server database corruption detected,Email,High
T002789,EBS volume attachment experiencing I/O timeout,Cloud,Medium
T000490,"Issue experiencing gateway, congestion error",Network,High
T004780,"Issue throwing VMware, memory, CPU, cluster error",Virtualization,High
T004644,Datastore space running critically low,Virtualization,Medium
T007070,"Issue causing Git, Terraform, container error",DevOps,High
T009824,End of life date approaching for vendor product,Vendor,Medium
T004643,"Issue throwing vCenter, virtual machine, vMotion, datastore error",Virtualization,Critical
T000232,"Issue unable to congestion, spanning tree error",Network,High
T004834,"Issue causing host, hypervisor, cluster error",Virtualization,Critical
T008024,Shared mailbox access permission not working,Email,High
T002696,"Issue showing limit, SSL, Kubernetes error",Cloud,Critical
T007749,"Issue throwing temperature, maintenance, repair, motherboard error",Hardware,Critical
T004987,"Issue throwing snapshot, cluster, DRS error",Virtualization,Critical
T007747,Power supply failure on production server,Hardware,High
T004696,Virtual machine memory reservation exceeding available resources,Virtualization,Critical
T003461,File permissions incorrect after backup restore,Unix,High
T007998,Email recovery from deleted items failing,Email,Critical
T000189,"Issue throwing VLAN, firewall error",Network,Medium
T005845,"Issue causing CPU, incident error",Monitoring,High
T000606,VPN tunnel down between offices,Network,High
T005658,iSCSI connection timeout to storage array,Storage,High
T008836,Tape library robotic arm malfunction,Backup,High
T006877,Blue-green deployment cutover not completing,DevOps,Critical
T005573,"Issue throwing encryption, RAID error",Storage,Medium
T006156,Log aggregation service disk space full,Monitoring,Critical
T001456,DynamoDB read capacity throttled during spike,Database,High
T001107,Application unable to parse XML response,Application,High
T001362,Apache server showing 503 error intermittently,Application,Critical
T003788,Security patch deployment failed on production servers,Security,Medium
T000258,"Issue showing network interface, OSPF error",Network,Medium
T007333,Printer print quality degraded,Hardware,High
T009673,Support ticket escalation not proceeding,Vendor,Medium
T000515,VLAN trunk port down affecting multiple subnets,Network,High
T004407,"Issue showing CPU, ESXi error",Virtualization,Critical
T006154,Metric cardinality explosion from new service,Monitoring,Medium
T009133,"Issue throwing restore, snapshot error",Backup,Critical
T009118,Restore operation timeout preventing data recovery,Backup,Critical
T009295,Third-party connector configuration error,Vendor,Medium
T000956,Application database connection string incorrect after migration,Application,Medium
T004242,"Issue cannot breach, audit, authentication, compliance error",Security,Critical
T005082,Volume expansion unable to complete,Storage,Critical
T004191,DDoS attack detected targeting company infrastructure,Security,High
T006169,Metric cardinality explosion from new service,Monitoring,High
T006517,"Issue causing release, registry error",DevOps,High
T005110,"Issue experiencing archival, SAN error",Storage,High
T003770,Data exfiltration attempt detected and blocked,Security,High
T000899,Application crash with segmentation fault,Application,High
T006666,"Issue causing pipeline, Terraform error",DevOps,Low
T004890,Virtual machine network adapter showing errors,Virtualization,High
T001847,"Issue throwing partition, lag, cache error",Database,High
T006624,Deployment validation script exiting prematurely,DevOps,Low
T001611,"Issue unable to backup, vacuum, pool, index error",Database,High
T006735,"Issue showing Git, Kubernetes, pipeline, configuration error",DevOps,Critical
T006864,"Issue cannot automation, configuration, artifact error",DevOps,High
T003578,Zero-day vulnerability detected in production environment,Security,Critical
T000986,Application JSON parsing error from third party API,Application,Critical
T001688,Database transaction log full preventing writes,Database,Critical
T004952,VM console access restricted due to certificate issue,Virtualization,Medium
T008649,"Issue showing replication, archival error",Backup,High
T001198,User unable to login to corporate portal,Application,High
T001179,"Issue showing CPU, crash error",Application,High
T000447,Cannot connect to VPN after office hours,Network,High
T003233,SELinux policy blocking application access,Unix,Critical
T004698,VM automatic startup failing after host reboot,Virtualization,High
T001310,Application database connection string incorrect after migration,Application,High
T007734,"Issue unable to inventory, firmware, motherboard error",Hardware,Low
T007517,Server warranty expired requiring replacement,Hardware,Low
T004980,"Issue showing snapshot, vCenter, migration error",Virtualization,High
T001777,Database index becoming bloated after bulk insert,Database,Medium
T008604,RPO exceeded for critical systems,Backup,High
T003811,Vulnerability found in third-party library dependency,Security,Low
T000557,"Issue unable to OSPF, WAN, gateway error",Network,Critical
T005147,"Issue experiencing RAID, snapshot, compression error",Storage,High
T005198,iSCSI connection timeout to storage array,Storage,High
T009188,Incremental backup verification failing,Backup,High
T001353,"Issue showing deployment, pool, exception error",Application,High
T009377,Subscription renewal failing during processing,Vendor,High
T006189,Distributed trace context not propagating correctly,Monitoring,High
T005140,Storage pool fragmentation increasing response time,Storage,High
T009100,Disaster recovery test unable to start,Backup,High
T009259,"Issue causing disaster recovery, deduplication error",Backup,High
T000700,RDP connection timeout to database server,Network,Critical
T005470,Replication network bandwidth insufficient,Storage,High
T001633,MySQL replication lag increasing beyond threshold,Database,Low
T000664,"Issue throwing connectivity, OSPF, route error",Network,High
T003452,Kernel audit rules not capturing all system calls,Unix,Medium
T004081,Possible malware infection detected on workstation,Security,Critical
T005405,NAS performance degrading during peak I/O,Storage,Critical
T003605,"Issue experiencing update, threat, firewall, policy error",Security,High
T005210,"Issue experiencing LUN, quota, snapshot, encryption error",Storage,Critical
T001234,Application struggling with concurrent requests,Application,High
T001207,User unable to login to corporate portal,Application,High
T006379,Monitoring database retention policy not working,Monitoring,Low
T008853,"Issue showing retention, disaster recovery error",Backup,Critical
T003136,"Issue unable to shell, script, file descriptor error",Unix,High
T009485,Third-party connector configuration error,Vendor,Low
T008640,"Issue cannot RTO, restore error",Backup,Critical
T003687,Antivirus quarantine preventing application execution,Security,Medium
T005771,Distributed trace context not propagating correctly,Monitoring,High
T005481,RAID array degraded after disk failure,Storage,Low
T000685,"Issue cannot VPN, OSPF, WAN, congestion error",Network,Medium
T005823,Monitoring database retention policy not working,Monitoring,High
T000913,User unable to login to corporate portal,Application,High
T006230,"Issue causing Splunk, incident, Grafana error",Monitoring,High
T007134,"Issue cannot automation, release error",DevOps,Critical
T008803,Disaster recovery runbook outdated,Backup,Medium
T007947,Meeting invitations not being delivered,Email,High
T000439,"Issue unable to jitter, congestion, packet loss, bandwidth error",Network,Critical
T009072,Recovery time objective not being met,Backup,Critical
T006205,"Issue causing Prometheus, trace, SLA, CPU error",Monitoring,High
